Item,Count
MEDICATIONS CURRENTLY ON HOLD:,1
REMAINDER OF HOSPITAL COURSE BY SYSTEMS:,1
Cath results:,3
DC date labs:,1
following access sites are available:,1
events:,2
OUTPATIENT MEDICINES:,5
INITIAL PHYSICAL EXAMINATION:,1
who meet any of the following three criteria:,17
Discharge diagnoses:,7
IMMEDIATE CAUSE OF DEATH:,2
SECONDARY CAUSES OF DEATH:,1
Summary by system:,1
ONC history:,1
system is as follows:,2
SCREENING RECEIVED:,1
RADIOLOGY AND OTHER STUDIES:,1
Infectious diseases follow up:,1
FEEDINGS AT DISCHARGE:,2
SUMMARY OF THE PRELIMINARY REPORT FROM THE EXERCISE LAB:,8
CXR IMPRESSION:,5
The infant has received the following immunizations:,7
INTERIM DIAGNOSES:,11
CARE AND RECOMMENDATIONS AFTER DISCHARGE:,19
outlined below by organ system:,1
HISTORY OF HOSPITAL COURSE SINCE ADMISSION:,1
Physical examination prior to CT scan was as follows:,1
LAB RESULTS AT DISCHARGE:,1
Medications changes include:,1
CARE PROTOCOL:,1
BLOOD PRESSURE MANAGEMENT:,1
ANTICOAGULATION:,2
CXR PA and LAT:,1
INR trend:,11
interventions:,2
He was assessed to be a term infant with:,1
Your follow up appointments:,1
Additional Diagnoses:,1
PHYSICAL EXAMINATION ON ADMISSION TO THE HOSPITAL:,2
OTHER DIAGNOSIS:,2
Laboratory data at time of dictation:,1
MRI of brain:,2
Changes in medications:,2
Discontinue these medications:,1
They suggested the following serologies be checked:,1
results were back:,1
The following chlamydia pneumonia serology was returned:,1
LABS ON TRANSFER FROM THE ICU:,3
LABS ON SECOND TRANSFER FROM ICU:,1
Stress test:,3
Liver pool blood study:,1
MRA kidney:,1
MR Abd:,1
Renal Transplant US:,2
Brain MRI:,2
FROM MICU:,1
Floor course after MICU:,1
Bone marrow core biopsy only:,1
Meds on transfer to MICU:,4
noted for:,1
is as follows:,6
Outpatient considerations:,1
strictures his course has been as follows:,1
postoperative course was notable for:,1
hospital course has been as follows:,1
Day prior to Discharge Labs:,1
ILLNESSES:,1
PHYSICAL EXAMINATION UPON ADMISSION:,1
of discharge were the following:,1
We made the following changes to your meds:,2
L foot with broad petechial area surrounding two open wounds:,1
Meds on Tx:,2
some of your medications:,1
Shoulder:,1
Previously arranged appointments:,1
MRI brain:,9
the following settings:,1
We added one medication:,1
MEDICAL INTENSIVE CARE UNIT HOSPITAL COURSE:,2
MEDICATIONS AT PRESENT:,1
Please keep your other appointments as scheduled below:,1
out on:,1
CT chest with contrast:,3
transferred to the medicine service:,1
CHRONIC ISUSES:,1
TRANSLATIONAL:,1
PHYSICAL EXAMINATION ON ARRIVAL TO THE CORONARY CARE UNIT:,2
The medication changes we made during this hospitalization were:,3
BRIEF HOSPITAL COURSE BY ACTIVE PROBLEM:,1
ABX given at OSH:,1
The patient will be sent out on the following medications:,1
MEDICATIONS ON TRANSFER FROM CATHETERIZATION:,1
FINAL DISCHARGE MEDICINES:,1
FEEDINGS:,1
PEDIATRICIAN:,3
Urine cx ENTEROCOCCUS AND ECOLI:,1
Radographic studies:,1
Upon transfer to medical floor:,1
effusion was notable for the following laboratory findings:,1
Priamry Diagnosis:,1
EtOH:,4
MEDICATIONS AT THE TIME OF TRANSFER:,5
HOME MEDS:,13
Study Findings:,1
The following issues were addressed after transfer to the floor:,1
Discharg exam:,1
Some medication changes have been made:,1
Hospital course complicated by:,4
PCI Summary:,1
Mild Systolic Dysfunction:,1
Hypertension:,9
PARATHYROID SCAN:,1
changed in several ways:,1
THESE MEDICATIONS HAVE BEEN ADDED:,1
THIS MEDICATION HAS BEEN DISCONTINUED:,1
MR ANGIOGRAPHY OF THE BRAIN:,1
By problem list:,1
He will be discharged on the following medications:,1
SYSTEM REVIEW:,1
ADDENDUM BY SYSTEM:,3
seondary diagnoses:,1
following medication list:,1
FOLLOWUP CARE:,1
Admission labs here:,1
OTHER MEDICATIONS AT THE TIME OF DISCHARGE:,1
SUMMARY OF HER HOSPITAL EVENTS:,1
ON PHYSICAL EXAMINATION TO THE MEDICAL INTENSIVE CARE UNIT:,1
Previous admission:,1
following operation was performed:,1
Meds on MICU transfer:,1
Meds on floor transfer:,1
We performed several procedures:,1
MRI CERVICAL SPINE:,1
By review of systems:,1
SURGICAL PROCEDURES:,5
His vital signs in the Emergency Department were as follows:,1
HOSPITAL COURSE WHILE IN THE MEDICAL INTENSIVE CARE UNIT:,1
service recommend adjusting medications as follows:,1
Significant Past Medical History:,1
Insulin sliding scale:,1
Enzyme Trends:,1
Most recent vitals prior to transfer:,1
Urinary Retention:,3
Ascites:,8
KARYOTYPE:,1
FISH DETAILS:,1
Surgical Service:,1
Change in mental status:,1
REHABILITATION MEDICATIONS:,1
MEDICINES AT HOME:,1
Vascular Surgery Course:,1
These are the following changes to your medications:,1
You also have the following appointment already scheduled:,1
NUCLEAR REPORT:,1
the following three criteria:,3
HOSPITAL COURSE IN NICU:,1
Other issues that were address are briefly described below:,1
CHEMs:,1
who recommended:,1
Summary of the hospital course by problems:,1
Aortic valve:,3
INVASIVE PROCEDURES:,2
STOP Taking:,1
left system:,1
Medications changed upon discharge:,1
The patient will be discharged on the following medications:,3
We have made one change to your medication:,1
Other Lab Results:,2
Upon discharge to rehab:,1
Pleural fluid analysis:,1
Final Diagnoses:,1
Unknown doses of:,1
CHANGE THE DOSE of the following medications:,1
Immunoglobulins:,1
ecg:,1
MEDICATIONS IN ADMISSION:,1
pulse exam:,1
Liver US :,1
Summary of events:,1
Vascular History:,1
LABORATORIES ON ADMISSION:,4
Left shoulder films:,1
Latest Labs:,2
Other Relevant Studies:,1
EGD Report:,3
Physical examination at time of discharge were vital signs:,1
Laboratory data at the time of discharge is as follows:,1
hours:,1
medications at home:,1
CARDIOLOGY REPORTS:,1
OUTSTANDING ISSUES:,3
NEUROLOGIC FOLLOWUP:,1
Please avoid the following:,5
MICU stay and complicated hospital course:,1
Pregnancy history is significant for:,1
RECOMMENDATIONS FOR CARE AT DISCHARGE:,1
PRIMARY PROBLEMS:,1
PHYSICAL EXAMINATION ON ADMISSION TO THE MEDICAL FLOOR:,1
Please take your medicines as prescribed:,2
Pulmonary artery hypertension:,1
Epistaxis:,1
The speech pathologist recommended:,1
admit CXR:,1
You should return to the ED or call your PCP if you have:,1
issues of:,2
Podiatry:,9
PREVIOUS ULTRASOUNDS:,1
PHYSICAL EXAM ON ADMISSION TO MEDICAL INTENSIVE CARE UNIT:,1
DEATH DIAGNOSES:,4
systems as follows:,3
Bone scan:,2
factors:,1
Urine Chemistry:,2
DISCHARGE SUMMARY HISTORY:,1
NAME OF PRIMARY CARE PEDIATRICIAN:,4
Other pertinent lab results:,3
Labs at the time of discharge:,4
Medication summary:,2
PRENATAL HISTORY:,1
PROBLEMS DURING PREGNANCY:,1
PAST GYNECOLOGIC HISTORY:,1
Please only take the medications as listed below:,1
IMMUNOSUPPRESSANTS:,2
SIGNIFICANT OPERATIONS AND PROCEDURES:,1
Summary of OSH Course:,1
At OSH:,4
RIGHT LOWER EXTREMITY:,1
LEFT LOWER EXTREMITY:,1
Repeat ECHO:,1
CBC Trends:,2
 Hospital course by problem:,1
through earlier in the day:,1
General Exam:,1
PAST SURGERIES:,1
CARE RECOMMENDATIONS AT DISCHARGE:,10
Initial Neuro Exam:,1
Repeat Neuro Exam off sedation:,1
Exam at time of Discharge:,1
UPON TRANSFER TO MICU:,3
notable for:,7
Please call to confirm the following appointments:,1
Hypercoagulability workup:,2
ADDITIONAL INFO:,1
Lab tests at discharge:,1
revealed following injuries:,1
Relevant Studies:,3
Outpatient:,1
His EKG was as follows:,1
A CT of the head was also performed which showed:,1
The EKG drawn in the ED showed the following abnormalities:,1
As per NS:,1
and neurosurgery at the following appointments:,1
Labs Prior to Death:,1
Serial Aspirin Levels:,1
Also:,4
Other hospital course as below:,1
Diagnostic Studies:,7
scheduled the following appointment for you:,1
CT HEAD WITHOUT IV CONTRAST:,3
CTA HEAD:,14
side effects include but are not limited to:,1
INSTRUCTED TO DO SO BY YOUR PRIMARY CARE DOCTOR:,1
HOSPITALIZATION:,1
You have an appointment for:,1
Mons Pubis Biopsy:,1
need to be continued:,1
These medications were changed during your hospitalization:,1
diagnoses:,2
In summary he had:,1
catheter:,1
ENZYMES:,1
DIABETES CONTROL:,2
MEDICATIONS AT THE TIME OF DICTATION:,2
PROBLEM DURING HOSPITAL STAY:,1
In Hospital:,1
to go home with services on the following medications:,1
The patient was discharged on the following medications:,1
PREADMISSION DIAGNOSIS:,1
POST ADMISSION DIAGNOSIS:,1
SURGICAL INTERVENTION PERFORMED:,1
HISTORY OF HOSPITAL COURSE:,3
You have splints on your both upper extremities:,1
please report the following:,2
Please report any new onset of :,1
Please follow these discharge instructions:,3
Activities:,10
extremity fractures:,1
Return to the emergency room for:,1
physician if you develop:,1
DISCHARGE labs:,3
RENAL Ultrasound:,1
SPUTUM CULTURE:,4
PHYSICAL EXAM UPON PRESENTATION:,1
Weight at the time of discharge:,1
PERTINENT LABORATORIES AND DIAGNOSTIC TESTS ON ADMISSION:,1
Pulmonary recommended the following:,1
Cranial Nerve Examination:,1
Motor Examination:,1
Neurosurgery regarding your surgery:,1
CARE AND RECOMMENDATIONS AT THE TIME OF TRANSFER OF CARE:,1
Immunizations recommended are:,1
We have made the following changes to you medications:,1
TSH:,6
Attend the appointments below we have made for you:,1
MEDICATIONS ON TRANSFER FROM THE UNIT:,1
This pregnancy notable for:,2
CARE RECOMMENDATIONS RECEIVED AT DISCHARGE:,1
Peak WBC:,1
Upon admission:,1
Upon transfer to medicine service:,3
cause of your initial decompensation remains somewhat unclear:,1
recommendations are:,1
Please have INR checked on:,1
The following medications are CHANGED:,1
His cath was significant for:,1
Your car is in a lot:,1
transitional issues:,5
Pain Control:,1
Events in the TSICU:,2
Please follow these general discharge instructions:,1
Please follow these orthopedic instructions:,1
Please take all medications as prescribed:,1
Facial wound:,1
CARE RECOMMENDATIONS AT TIME OF DISCHARGE:,11
check your blood sugar and give the following insulin:,1
Please follow up with these appointments:,1
course is as follows:,6
Initial Toxin Screen:,1
MEDICATIONS PRIOR TO ARRIVING HERE:,1
auditory brain stem responses and the results are:,1
NEONATAL INTENSIVE CARE UNIT BY SYSTEMS:,1
SUMMARY BY SYSTEMS:,1
MATERNAL MEDICATIONS:,3
MEDICATIONS IN THE HOSPITAL ON ADMISSION:,1
discussed systematically:,1
STAT ADDENUM:,1
CODE BLUE:,1
Admission CT Head:,3
Appointments:,6
PHYSICAL EXAMINATION UPON TRANSFER TO THE MEDICAL FLOOR:,1
hospital course are described by systems below:,2
Right Heart Cath:,2
Primary care pediatrician:,1
Initial abdominal CT report as follows:,1
NEUROLOGICAL:,3
INTEGUMENT:,3
You should take the following medications:,3
CBC with diff:,1
FLOOR course:,2
Wound vac to left lower extremity leg wound:,1
PHYSICAL EXAMINATION IN THE CATHETERIZATION LABORATORY:,1
The patient is discharged to a rehabilitation facility on:,1
PLEASE NOTE THE FOLLOWING MEDICATIONS:,1
Lymph nodes:,3
KEY STUDIES:,2
Cath per handwritten report:,1
Labs throughout stay:,1
HEPATITIS WORKUP:,2
We the following changes to your medication regimen:,1
DISCHARGE DIAGNOSIS TO BE DETERMINED:,1
Ba swallow:,1
Medications in ED:,1
Other Notable Studies:,1
FIBRONIGEN:,1
PROVISIONAL REPORT:,1
Lower Extremity Ultrasound:,1
Other medical problems are:,1
Labs significant for:,2
Nutrition Labs:,3
Nursery:,1
preparing for discharge with the following instructions:,2
Transthoracic ECHO:,1
Transesophageal ECHO:,2
HEMATOCRIT TREND:,1
Left Shoulder:,2
discharged to rehabilitation on the following:,1
Eqiupment:,1
appointment within a week with the information below:,1
Please follow up at the previously scheduled appointments below:,1
Final consult service recommendations:,1
In terms of his medications:,1
which included:,1
Labwork included:,1
PRELIMINARY RESULTS:,1
Your antibiotics are:,1
PERTINENT RESULTS:,9
the patient was on the following medications:,1
MEDICATIONS ON TRANSFER FROM CARDIAC CARE UNIT:,1
PREVIOUS DIAGNOSES:,1
Growth parameters at discharge:,1
MEDICATIONS FROM OUTSIDE HOSPITAL:,3
Take your medications as prescribed with the following changes:,1
The MICU course is significant for the following:,1
MEDICATIONS AT TIME OF TRANSFER TO THE MEDICAL SERVICE:,1
CARE UNIT:,2
LABORATORY STUDIES:,2
In the hospital she received:,1
Seizure protocol:,2
Admission Meds:,1
consultations obtained in the Intensive Care Unit included:,1
DISCHARGE CARE AND RECOMMENDATIONS:,5
three criteria:,1
FOLLOW UP APPOINTMENTS SCHEDULED:,4
medications she was taking were as follows:,1
on the following medications:,2
MEDICATIONS AT THE TIME OF THIS DISCHARGE SUMMARY:,1
Summary of diagnoses:,1
Miscellaneous:,13
LABORATORIES ON TRANSFER:,1
OTHER COMMENTS:,1
attend:,1
MRI L SPINE:,2
XRAY HIP:,1
On transfer the patient was on:,1
IMPRESSION CHEST:,1
IMPRESSION NECK:,1
Admission Exam:,6
Lower Extremities:,1
Cardiac surgery note:,1
CT ABDOMEN WITH INTRAVENOUS CONTRAST:,1
Overall Floor Course:,1
Echo from OSH:,1
CXR from OSH:,2
issues were addressed:,2
Novolog insulin according to sliding scale:,1
Labs On Day of Expiration:,1
Swallow study:,1
Pain:,26
started on several new medications:,1
Additional Meds on transfer:,1
yourself for signs and symptoms of dehydration including:,2
At transfer out of NeuroICU:,4
PENDING RESULTS:,24
Please observe the following seizure safety guidelines:,1
CHANGED PHYSICAL EXAM ON DISCHARGE:,1
LABS on DISCHARGE:,1
made the following changes to your home medication regimen:,1
care doctor:,1
Results on discharge:,1
doctor in the nest two weeks:,1
Cardiac catheterization revealed:,1
URINE ELECTROLYTES:,1
CURRENT:,1
POST DISCHARGE MEDICATIONS:,4
REVIEW OF HOSPITAL COURSE BY SYSTEM:,6
At discharge immunizations received were the following:,1
SURGICAL INVASIVE PROCEDURES DURING HIS STAY:,1
hospital records:,1
EXAM AT ADMISSION:,1
summary:,4
MRI Abd:,1
OSH RECORD REVIEW:,1
OSH MICRO:,1
Pertinent findings at discharge:,1
Please continue with your previously scheduled appointments:,1
PET Scan:,1
Other Important Results:,1
patient:,2
Cardic Echo:,1
Optometry follow Up:,1
Podiatry Follow Up:,1
Renal Follow Up:,1
Antibody Titers:,1
Labs Upon Discharge:,2
chronic diastolic heart failure:,1
following medication changes were made:,1
pulses:,4
Exam on transfer:,3
Disharge Labs:,3
Mesenteric Ischemia:,1
Seizure:,2
Choledochoduodenal fistula:,1
course by problem is as follows:,4
Labs On Admission:,3
Neuro exam prior to discharge:,4
BACK:,1
ct spine:,1
CT Facial Cuts:,2
Xray R anke:,1
Return to the ER for:,1
CHB:,2
Htn:,1
Discussed by possible diagnosis:,1
The prenatal course was significant for:,3
CARE RECOMMENDATIONS AT TIME OF SUMMARY:,2
symptoms:,6
ADDITIONAL MEDICAL HISTORY:,5
ADDITIONAL SURGICAL HISTORY:,1
CALL Your doctor or go to the ER IF:,2
SCALP:,1
CONDITION AT DISCHARGE:,3
PLEURAL FLUID ANALYSIS:,2
CARE RECOMMENDATIONS AT THE TIME OF INTERIM SUMMARY:,1
exertion and hypoxia:,1
CAR SEAT POSITION SCREENING:,10
to neurology and do the following:,1
TRANSFER APPOINTMENTS:,1
The following CHANGES were made to your medications:,3
Please discontinue the following medications:,1
Please call for appointments:,5
   infants who meet any of the following three criteria of:,1
FOLLOW UP APPOINTMENTS SCHEDULED OR RECOMMENDED:,7
PRIMARY PEDIATRICIAN:,9
She has received the following immunizations:,2
   three criteria:,3
chest CT scan was obtained which showed:,1
PAIN CONTROL:,2
FLOW CYTOMETRY IMMUNOPHENOTYPING:,3
 RESULTS:,1
Pertinent labs on discharge:,4
Plan for after discharge:,2
Some medication changes:,1
Video oropharyngeal swallowing study:,1
Transitional issue:,2
See below for changes in your home medication regimen:,2
Please CONTINUE to take the following antibiotics:,1
time IDs recommendations were:,1
Their current wound recommendations are:,1
Change wound care treatment to:,1
previously been on:,1
Floor Course by System:,1
Discharge laboratories:,10
Your medications have changed:,5
came back as mixed picture of the following:,1
This is further described by the following comments:,1
undertaken:,1
Sensitivies were as follows:,1
Angio:,2
for infants who meet any of the following three criteria:,2
Meds on Transfer to MICU:,1
MR WITHOUT CONTRAST T AND L SPINE:,1
TRANSTHORACIC ECHO:,3
TRANSESOPHAGEAL ECHOCARDIOGRAM:,1
ULTRASOUND OF THE RIGHT UPPER EXTREMITY:,1
discharged on two blood pressure medications:,1
REmainder of hospital course:,1
pressure readings:,1
NICU COURSE BY SYSTEMS:,25
RECOMMENDATIONS AFTER DISCHARGE:,56
the Neonatal Intensive Care Unit:,1
Follow up appointments with infant include:,12
A summary of his pertinent hospital course by system follows:,1
Meds at the time of transfer:,1
on arrival:,1
Total In:,2
Detailed Hospital Course:,1
Follow up with neurology for your seizures:,1
Follow up with neurology for your weakness:,1
SUMMARY OF NICU COURSE BY SYSTEM:,2
CHOLE CHOLANGIOGRAM showed:,1
to plan for OR  CONTRAINDICATIONS FOR IV CONTRAST:,2
PRENATAL SCREENS:,3
who meet either  of the following three criteria:,1
your care during this admission:,1
Surgical history:,11
Sliding scale:,2
        foot:,1
evaluation:,2
prescribed meds:,1
RECOMMENDATIONS FOR WOUND CARE:,1
DISCHARGE DIAGNOSES LIST:,14
MRA Head:,2
Carotid Cath:,1
EP History:,1
NEONATAL INTENSIVE CARE UNIT COURSE BY SYSTEMS:,7
was admitted to the ICU and the following issues were addressed:,1
admission echo:,1
DC echo:,1
Floor Course by problems:,1
ASTHMA:,1
SENSORY:,26
Head CT Noncontrast:,1
Hospital course is reviewed below by system:,1
Follow up in the neurology clinic:,1
Preliminary neuropathologic diagnosis:,1
CT ABDOMEN WITHOUT AND WITH CONTRAST:,1
